;name;age;height;weight;season
5052;Chris Bosh;24.0;208.28;104.32616;2007-08
5053;Chris Duhon;25.0;185.42;83.91452;2007-08
5054;Chris Kaman;26.0;213.36;120.20188;2007-08
5055;Chris Mihm;28.0;213.36;120.20188;2007-08
5056;Chris Paul;23.0;182.88;79.3786;2007-08
5057;Chris Quinn;24.0;187.96;79.3786;2007-08
5058;Chris Richard;23.0;205.74;122.46983999999999;2007-08
5059;Chris Webber;35.0;208.28;111.13004;2007-08
5060;Chris Wilcox;25.0;208.28;106.59411999999999;2007-08
5061;Chuck Hayes;25.0;198.12;107.95489599999999;2007-08
5062;Chucky Atkins;33.0;180.34;83.91452;2007-08
5063;Coby Karl;25.0;195.58;97.52228000000001;2007-08
5064;Corey Brewer;22.0;205.74;83.91452;2007-08
5065;Corey Maggette;28.0;198.12;102.0582;2007-08
5066;Courtney Sims;24.0;210.82;111.13004;2007-08
5067;Craig Smith;24.0;203.2;113.398;2007-08
5068;Cuttino Mobley;32.0;193.04;97.52228000000001;2007-08
5069;DJ Mbenga;27.0;213.36;115.66596000000001;2007-08
5070;DJ Strawberry;23.0;195.58;91.171992;2007-08
5071;Daequan Cook;21.0;195.58;92.98635999999999;2007-08
5072;Dahntay Jones;27.0;198.12;95.25432;2007-08
5073;Chauncey Billups;31.0;190.5;91.625584;2007-08
5074;Charlie Villanueva;23.0;210.82;105.23334399999999;2007-08
5075;Charlie Bell;29.0;190.5;90.7184;2007-08
5076;Channing Frye;25.0;210.82;112.490816;2007-08
5077;Bostjan Nachbar;27.0;205.74;100.243832;2007-08
5078;Brad Miller;32.0;213.36;118.38751200000002;2007-08
5079;Brandan Wright;20.0;205.74;92.98635999999999;2007-08
5080;Brandon Bass;23.0;203.2;108.86208;2007-08
5081;Brandon Roy;23.0;198.12;103.872568;2007-08
5082;Brendan Haywood;28.0;213.36;119.294696;2007-08
5083;Brent Barry;36.0;200.66;95.25432;2007-08
5084;Brevin Knight;32.0;177.8;77.11064;2007-08
5085;Brian Cardinal;31.0;203.2;111.13004;2007-08
5086;Brian Cook;27.0;205.74;113.398;2007-08
5087;Brian Scalabrine;30.0;205.74;106.59411999999999;2007-08
5088;Damon Jones;31.0;190.5;88.45044;2007-08
5089;Brian Skinner;32.0;205.74;115.66596000000001;2007-08
5090;C.J. Watson;24.0;187.96;81.64656;2007-08
5091;CJ Miles;21.0;198.12;99.79024;2007-08
5092;Calvin Booth;32.0;210.82;113.398;2007-08
5093;Carl Landry;24.0;205.74;112.490816;2007-08
5094;Carlos Arroyo;28.0;187.96;91.625584;2007-08
5095;Carlos Boozer;26.0;205.74;120.655472;2007-08
5096;Carlos Delfino;25.0;198.12;104.32616;2007-08
5097;Carmelo Anthony;24.0;203.2;104.32616;2007-08
5098;Caron Butler;28.0;200.66;103.418976;2007-08
5099;Casey Jacobsen;27.0;198.12;97.52228000000001;2007-08
5100;Cedric Simmons;22.0;205.74;106.59411999999999;2007-08
5101;Bruce Bowen;37.0;200.66;90.7184;2007-08
5102;Joakim Noah;23.0;210.82;105.23334399999999;2007-08
5103;Joe Smith;32.0;208.28;102.0582;2007-08
5104;LeBron James;23.0;203.2;113.398;2007-08
5105;Mehmet Okur;29.0;210.82;119.294696;2007-08
5106;Maurice Evans;29.0;195.58;99.79024;2007-08
5107;Maurice Ager;24.0;195.58;91.625584;2007-08
5108;Matt Harpring;32.0;200.66;104.32616;2007-08
5109;Matt Carroll;27.0;198.12;96.16150400000001;2007-08
5110;Matt Bonner;28.0;208.28;108.86208;2007-08
5111;Matt Barnes;28.0;200.66;102.511792;2007-08
5112;Marvin Williams;22.0;205.74;104.32616;2007-08
5113;Martell Webster;21.0;200.66;103.872568;2007-08
5114;Marquis Daniels;27.0;198.12;90.7184;2007-08
5115;Marko Jaric;29.0;200.66;101.604608;2007-08
5116;Mark Madsen;32.0;205.74;113.398;2007-08
5117;Mark Blount;32.0;213.36;113.398;2007-08
5118;Mario West;24.0;195.58;95.25432;2007-08
5119;Mardy Collins;23.0;198.12;99.79024;2007-08
5120;Marcus Williams;21.0;200.66;93.89354399999999;2007-08
5121;Marcus Williams;22.0;190.5;92.98635999999999;2007-08
5122;Marcus Vinicius;24.0;203.2;102.0582;2007-08
5123;Marcus Camby;34.0;210.82;106.59411999999999;2007-08
5124;Marcus Banks;26.0;187.96;96.16150400000001;2007-08
5125;Marco Belinelli;22.0;195.58;87.089664;2007-08
5126;Marcin Gortat;24.0;213.36;108.86208;2007-08
5127;Manu Ginobili;30.0;198.12;92.98635999999999;2007-08
5128;Malik Rose;33.0;200.66;115.66596000000001;2007-08
5129;Malik Allen;30.0;208.28;115.66596000000001;2007-08
5130;Melvin Ely;30.0;208.28;118.38751200000002;2007-08
5131;Maceo Baston;32.0;208.28;104.32616;2007-08
5132;Metta World Peace;28.0;200.66;112.490816;2007-08
5133;Michael Finley;35.0;200.66;102.0582;2007-08
5134;Oleksiy Pecherov;22.0;213.36;106.140528;2007-08
5135;Nick Young;23.0;198.12;90.7184;2007-08
5136;Nick Fazekas;23.0;210.82;106.59411999999999;2007-08
5137;Nick Collison;27.0;208.28;115.66596000000001;2007-08
5138;Nene;25.0;210.82;113.398;2007-08
5139;Nenad Krstic;24.0;213.36;108.86208;2007-08
5140;Nazr Mohammed;30.0;208.28;113.398;2007-08
5141;Nate Robinson;24.0;175.26;81.64656;2007-08
5142;Mouhamed Sene;22.0;210.82;104.32616;2007-08
5143;Morris Peterson;30.0;200.66;99.79024;2007-08
5144;Morris Almond;23.0;198.12;102.0582;2007-08
5145;Monta Ellis;22.0;190.5;80.28578399999998;2007-08
5146;Mo Williams;25.0;185.42;83.91452;2007-08
5147;Mikki Moore;32.0;213.36;102.0582;2007-08
5148;Mike Wilks;29.0;177.8;81.64656;2007-08
5149;Mike Miller;28.0;203.2;98.88305600000001;2007-08
5150;Mike James;33.0;187.96;85.275296;2007-08
5151;Mike Harris;25.0;198.12;108.86208;2007-08
5152;Mike Dunleavy;27.0;205.74;104.32616;2007-08
5153;Mike Conley;20.0;185.42;81.64656;2007-08
5154;Mike Bibby;30.0;185.42;86.18248;2007-08
5155;Mickael Pietrus;26.0;198.12;97.52228000000001;2007-08
5156;Mickael Gelabale;25.0;200.66;97.52228000000001;2007-08
5157;Michael Ruffin;31.0;203.2;112.490816;2007-08
5158;Michael Redd;28.0;198.12;97.52228000000001;2007-08
5159;Michael Doleac;31.0;210.82;118.841104;2007-08
5160;Orien Greene;26.0;193.04;94.34713599999999;2007-08
5161;Luther Head;25.0;190.5;83.91452;2007-08
5162;Luke Walton;28.0;203.2;106.59411999999999;2007-08
5163;Kevin Garnett;32.0;210.82;99.79024;2007-08
5164;Kevin Durant;19.0;205.74;97.52228000000001;2007-08
5165;Kenyon Martin;30.0;205.74;108.86208;2007-08
5166;Kenny Thomas;30.0;200.66;111.13004;2007-08
5167;Kendrick Perkins;23.0;208.28;119.74828799999999;2007-08
5168;Kelenna Azubuike;24.0;195.58;99.79024;2007-08
5169;Keith Langford;24.0;193.04;97.52228000000001;2007-08
5170;Keith Bogans;28.0;195.58;97.52228000000001;2007-08
5171;Kasib Powell;27.0;200.66;97.52228000000001;2007-08
5172;Kareem Rush;27.0;198.12;97.52228000000001;2007-08
5173;Kaniel Dickens;29.0;203.2;97.52228000000001;2007-08
5174;Justin Williams;24.0;208.28;117.93392;2007-08
5175;Julian Wright;21.0;203.2;102.0582;2007-08
5176;Juan Dixon;29.0;190.5;74.84268;2007-08
5177;Juan Carlos Navarro;28.0;190.5;77.11064;2007-08
5178;Josh Smith;22.0;205.74;106.59411999999999;2007-08
5179;Josh Powell;25.0;205.74;108.86208;2007-08
5180;Josh McRoberts;21.0;208.28;108.86208;2007-08
5181;Josh Howard;28.0;195.58;95.25432;2007-08
5182;Josh Childress;25.0;203.2;95.25432;2007-08
5183;Josh Boone;23.0;208.28;107.501304;2007-08
5184;Jose Calderon;26.0;190.5;95.25432;2007-08
5185;Jorge Garbajosa;30.0;205.74;111.13004;2007-08
5186;Jordan Farmar;21.0;187.96;81.64656;2007-08
5187;John Salmons;28.0;198.12;93.89354399999999;2007-08
5188;Kevin Martin;25.0;200.66;83.91452;2007-08
5189;Luol Deng;23.0;205.74;99.79024;2007-08
5190;Kevin Ollie;35.0;187.96;88.45044;2007-08
5191;Kirk Hinrich;27.0;190.5;86.18248;2007-08
5192;Luke Ridnour;27.0;187.96;79.3786;2007-08
5193;Luke Jackson;26.0;200.66;97.52228000000001;2007-08
5194;Luis Scola;28.0;205.74;111.13004;2007-08
5195;Lou Williams;21.0;187.96;79.3786;2007-08
5196;Lou Amundson;25.0;205.74;102.0582;2007-08
5197;Lorenzen Wright;32.0;210.82;115.66596000000001;2007-08
5198;Loren Woods;30.0;218.44;117.93392;2007-08
5199;Linton Johnson;28.0;203.2;92.98635999999999;2007-08
5200;Lindsey Hunter;37.0;187.96;88.45044;2007-08
5201;Linas Kleiza;23.0;203.2;111.13004;2007-08
5202;Leon Powe;24.0;203.2;108.86208;2007-08
5203;Leandro Barbosa;25.0;190.5;91.625584;2007-08
5204;Larry Hughes;29.0;195.58;83.91452;2007-08
5205;Lance Allred;27.0;210.82;113.398;2007-08
5206;Lamar Odom;28.0;208.28;104.32616;2007-08
5207;LaMarcus Aldridge;22.0;210.82;111.13004;2007-08
5208;Kyrylo Fesenko;21.0;215.9;130.63449599999998;2007-08
5209;Kyle Lowry;22.0;182.88;79.3786;2007-08
5210;Kyle Korver;27.0;198.12;95.707912;2007-08
5211;Kwame Brown;26.0;210.82;122.46983999999999;2007-08
5212;Kurt Thomas;35.0;205.74;106.59411999999999;2007-08
5213;Kris Humphries;23.0;205.74;106.59411999999999;2007-08
5214;Kosta Perovic;23.0;218.44;108.86208;2007-08
5215;Kobe Bryant;29.0;198.12;92.98635999999999;2007-08
5216;Kirk Snyder;25.0;198.12;102.0582;2007-08
5217;Keyon Dooling;28.0;190.5;88.45044;2007-08
5218;Othella Harrington;34.0;205.74;106.59411999999999;2007-08
5219;P.J. Brown;38.0;210.82;108.40848799999999;2007-08
5220;Pat Garrity;31.0;205.74;107.95489599999999;2007-08
5221;Thomas Gardner;23.0;195.58;102.0582;2007-08
5222;Theo Ratliff;35.0;208.28;106.59411999999999;2007-08
5223;Thaddeus Young;20.0;203.2;99.79024;2007-08
5224;Thabo Sefolosha;24.0;200.66;97.52228000000001;2007-08
5225;Tayshaun Prince;28.0;205.74;97.52228000000001;2007-08
5226;Taurean Green;21.0;182.88;80.28578399999998;2007-08
5227;Tarence Kinsey;24.0;198.12;81.19296800000001;2007-08
5228;T.J. Ford;25.0;182.88;74.84268;2007-08
5229;Stromile Swift;28.0;208.28;99.79024;2007-08
5230;Steven Hunter;26.0;213.36;108.86208;2007-08
5231;Steve Novak;25.0;208.28;99.79024;2007-08
5232;Steve Nash;34.0;190.5;80.73937600000001;2007-08
5233;Steve Francis;31.0;190.5;95.25432;2007-08
5234;Steve Blake;28.0;190.5;78.017824;2007-08
5235;Stephon Marbury;31.0;187.96;92.98635999999999;2007-08
5236;Stephen Jackson;30.0;203.2;98.88305600000001;2007-08
5237;Stephen Graham;26.0;198.12;97.52228000000001;2007-08
5238;Stephane Lasme;25.0;203.2;97.52228000000001;2007-08
5239;Spencer Hawes;20.0;213.36;111.13004;2007-08
5240;Solomon Jones;23.0;208.28;104.32616;2007-08
5241;Smush Parker;27.0;193.04;86.18248;2007-08
5242;Shelden Williams;24.0;205.74;113.398;2007-08
5243;Shawne Williams;22.0;205.74;102.0582;2007-08
5244;Shawn Marion;30.0;200.66;104.32616;2007-08
5245;Shavlik Randolph;24.0;208.28;108.86208;2007-08
5246;Tim Duncan;32.0;210.82;117.93392;2007-08
5247;Shareef Abdur-Rahim;31.0;205.74;111.13004;2007-08
5248;Tim Thomas;31.0;208.28;108.86208;2007-08
5249;Tony Parker;26.0;187.96;81.64656;2007-08
5250;Zydrunas Ilgauskas;33.0;220.98;117.93392;2007-08
5251;Zaza Pachulia;24.0;210.82;127.00576000000001;2007-08
5252;Zach Randolph;26.0;205.74;117.93392;2007-08
5253;Yi Jianlian;20.0;213.36;107.95489599999999;2007-08
5254;Yao Ming;27.0;228.6;140.61352;2007-08
5255;Yakhouba Diawara;25.0;200.66;102.0582;2007-08
5256;Wilson Chandler;21.0;203.2;99.79024;2007-08
5257;Willie Green;26.0;190.5;91.171992;2007-08
5258;Walter Herrmann;29.0;205.74;102.0582;2007-08
5259;Wally Szczerbiak;31.0;200.66;111.13004;2007-08
5260;Von Wafer;22.0;195.58;95.25432;2007-08
5261;Vladimir Radmanovic;27.0;208.28;106.59411999999999;2007-08
5262;Vince Carter;31.0;198.12;99.79024;2007-08
5263;Viktor Khryapa;25.0;205.74;98.88305600000001;2007-08
5264;Udonis Haslem;28.0;203.2;106.59411999999999;2007-08
5265;Tyson Chandler;25.0;215.9;106.59411999999999;2007-08
5266;Tyrus Thomas;21.0;203.2;97.52228000000001;2007-08
5267;Tyronn Lue;31.0;182.88;79.3786;2007-08
5268;Troy Murphy;28.0;210.82;111.13004;2007-08
5269;Troy Hudson;32.0;185.42;80.73937600000001;2007-08
5270;Trevor Ariza;23.0;203.2;95.25432;2007-08
5271;Trenton Hassell;29.0;195.58;105.68693600000002;2007-08
5272;Travis Outlaw;23.0;205.74;97.52228000000001;2007-08
5273;Travis Diener;26.0;185.42;79.3786;2007-08
5274;Tracy McGrady;29.0;203.2;101.151016;2007-08
5275;Tony Allen;26.0;193.04;96.615096;2007-08
5276;Shaquille ONeal;36.0;215.9;147.4174;2007-08
5277;Shannon Brown;22.0;193.04;95.707912;2007-08
5278;Shane Battier;29.0;203.2;99.79024;2007-08
5279;Reggie Evans;28.0;203.2;111.13004;2007-08
5280;Raymond Felton;24.0;185.42;89.811216;2007-08
5281;Ray Allen;32.0;195.58;92.98635999999999;2007-08
5282;Rasual Butler;29.0;200.66;92.98635999999999;2007-08
5283;Rasho Nesterovic;32.0;213.36;115.66596000000001;2007-08
5284;Rasheed Wallace;33.0;210.82;104.32616;2007-08
5285;Rashard Lewis;28.0;208.28;104.32616;2007-08
5286;Rashad McCants;23.0;193.04;95.25432;2007-08
5287;Randy Foye;24.0;193.04;96.615096;2007-08
5288;Randolph Morris;22.0;210.82;117.93392;2007-08
5289;Ramon Sessions;22.0;190.5;86.18248;2007-08
5290;Rajon Rondo;22.0;185.42;77.56423199999999;2007-08
5291;Raja Bell;31.0;195.58;97.52228000000001;2007-08
5292;Rafer Alston;31.0;187.96;79.3786;2007-08
5293;Raef LaFrentz;32.0;210.82;111.13004;2007-08
5294;Quinton Ross;27.0;198.12;87.543256;2007-08
5295;Quincy Douby;24.0;190.5;79.3786;2007-08
5296;Quentin Richardson;28.0;198.12;106.59411999999999;2007-08
5297;Primoz Brezec;28.0;215.9;115.66596000000001;2007-08
5298;Peja Stojakovic;31.0;208.28;103.872568;2007-08
5299;Paul Pierce;30.0;200.66;106.59411999999999;2007-08
5300;Paul Millsap;23.0;203.2;117.02673600000001;2007-08
5301;Paul Davis;23.0;210.82;122.46983999999999;2007-08
5302;Pau Gasol;27.0;213.36;113.398;2007-08
5303;Patrick OBryant;22.0;213.36;113.398;2007-08
5304;Renaldo Balkman;23.0;203.2;94.34713599999999;2007-08
5305;Richard Hamilton;30.0;200.66;87.543256;2007-08
5306;Richard Jefferson;28.0;200.66;102.0582;2007-08
5307;Richie Frahm;30.0;195.58;91.625584;2007-08
5308;Sergio Rodriguez;22.0;190.5;76.203456;2007-08
5309;Sebastian Telfair;23.0;182.88;79.3786;2007-08
5310;Sean Williams;21.0;208.28;106.59411999999999;2007-08
5311;Sean Marks;32.0;208.28;113.398;2007-08
5312;Scot Pollard;33.0;210.82;126.098576;2007-08
5313;Sasha Vujacic;24.0;200.66;92.98635999999999;2007-08
5314;Sasha Pavlovic;24.0;200.66;108.40848799999999;2007-08
5315;Samuel Dalembert;28.0;210.82;113.398;2007-08
5316;Sam Cassell;38.0;190.5;83.91452;2007-08
5317;Salim Stoudamire;25.0;185.42;79.3786;2007-08
5318;Ryan Hollins;23.0;213.36;104.32616;2007-08
5319;Ryan Gomes;25.0;200.66;113.398;2007-08
5320;Johan Petro;22.0;213.36;112.037224;2007-08
5321;Ryan Bowen;32.0;205.74;98.88305600000001;2007-08
5322;Ruben Patterson;32.0;195.58;101.151016;2007-08
5323;Royal Ivey;26.0;193.04;97.52228000000001;2007-08
5324;Ronny Turiaf;25.0;208.28;113.398;2007-08
5325;Ronnie Price;25.0;187.96;86.18248;2007-08
5326;Ronnie Brewer;23.0;200.66;101.151016;2007-08
5327;Ronald Dupree;27.0;200.66;94.800728;2007-08
5328;Roger Mason Jr.;27.0;195.58;96.16150400000001;2007-08
5329;Rodney Stuckey;22.0;195.58;92.98635999999999;2007-08
5330;Rodney Carney;24.0;200.66;92.532768;2007-08
5331;Robert Swift;22.0;215.9;111.13004;2007-08
5332;Robert Horry;37.0;208.28;108.86208;2007-08
5333;Ricky Davis;28.0;200.66;92.98635999999999;2007-08
5334;Rudy Gay;21.0;203.2;100.697424;2007-08
5335;Joey Graham;26.0;200.66;102.0582;2007-08
5336;Juwan Howard;35.0;205.74;114.758776;2007-08
5337;Joel Anthony;25.0;205.74;111.13004;2007-08
5338;Joel Przybilla;28.0;215.9;115.66596000000001;2007-08
5339;Lindsey Hunter;38.0;187.96;88.45044;2008-09
5340;Fred Jones;30.0;187.96;102.0582;2008-09
5341;Francisco Garcia;27.0;200.66;88.45044;2008-09
5342;Francisco Elson;33.0;213.36;106.59411999999999;2008-09
5343;Flip Murray;29.0;190.5;90.7184;2008-09
5344;Fabricio Oberto;34.0;208.28;111.13004;2008-09
5345;Etan Thomas;31.0;208.28;117.93392;2008-09
5346;Erick Dampier;33.0;210.82;120.20188;2008-09
5347;Eric Gordon;20.0;190.5;100.697424;2008-09
5348;Emeka Okafor;26.0;208.28;115.66596000000001;2008-09
5349;Elton Brand;30.0;205.74;115.212368;2008-09
5350;Eduardo Najera;32.0;203.2;106.59411999999999;2008-09
5351;Eddy Curry;26.0;210.82;129.27372;2008-09
5352;Eddie House;31.0;185.42;79.3786;2008-09
5353;Gabe Pruitt;23.0;193.04;77.11064;2008-09
5354;Eddie Gill;30.0;182.88;86.18248;2008-09
5355;Dwyane Wade;27.0;193.04;97.975872;2008-09
5356;Dwight Howard;23.0;210.82;120.20188;2008-09
5357;Dwayne Jones;26.0;208.28;113.851592;2008-09
5358;Drew Gooden;27.0;208.28;113.398;2008-09
5359;Dorell Wright;23.0;205.74;95.25432;2008-09
5360;Donyell Marshall;36.0;205.74;111.13004;2008-09
5361;Dontell Jefferson;25.0;195.58;88.45044;2008-09
5362;Donte Greene;21.0;210.82;102.511792;2008-09
5363;Dominic McGuire;23.0;205.74;99.79024;2008-09
5364;Dirk Nowitzki;31.0;213.36;111.13004;2008-09
5365;Dikembe Mutombo;43.0;218.44;117.93392;2008-09
5366;Devin Harris;26.0;190.5;83.91452;2008-09
5367;Devin Brown;30.0;195.58;95.25432;2008-09
5368;Earl Watson;30.0;185.42;83.91452;2008-09
5369;George Hill;23.0;187.96;81.64656;2008-09
5370;Gerald Green;23.0;203.2;90.7184;2008-09
5371;Gerald Wallace;26.0;200.66;99.79024;2008-09
5372;James Singleton;27.0;203.2;104.32616;2008-09
5373;James Posey;32.0;203.2;98.429464;2008-09
5374;James Jones;28.0;203.2;99.79024;2008-09
5375;Jameer Nelson;27.0;182.88;86.18248;2008-09
5376;Jamario Moon;29.0;203.2;90.7184;2008-09
5377;Jamal Crawford;29.0;195.58;90.7184;2008-09
5378;Jamaal Magloire;31.0;210.82;120.20188;2008-09
5379;Jake Voskuhl;31.0;210.82;115.66596000000001;2008-09
5380;Jacque Vaughn;34.0;185.42;86.18248;2008-09
5381;JaVale McGee;21.0;213.36;107.501304;2008-09
5382;JR Smith;23.0;198.12;99.79024;2008-09
5383;JJ Redick;25.0;193.04;86.18248;2008-09
5384;JJ Hickson;20.0;205.74;109.769264;2008-09
5385;J.R. Giddens;24.0;195.58;97.52228000000001;2008-09
5386;J.J. Barea;25.0;182.88;79.3786;2008-09
5387;Ime Udoka;31.0;195.58;99.79024;2008-09
5388;Ike Diogu;25.0;205.74;113.398;2008-09
5389;Hilton Armstrong;24.0;210.82;106.59411999999999;2008-09
5390;Henry Walker;21.0;198.12;99.79024;2008-09
5391;Hedo Turkoglu;30.0;208.28;99.79024;2008-09
5392;Hassan Adams;25.0;193.04;99.79024;2008-09
5393;Hamed Haddadi;24.0;218.44;115.212368;2008-09
5394;Hakim Warrick;26.0;205.74;99.336648;2008-09
5395;Greg Oden;21.0;213.36;129.27372;2008-09
5396;Greg Buckner;32.0;193.04;95.25432;2008-09
5397;Grant Hill;36.0;203.2;102.0582;2008-09
5398;Goran Dragic;23.0;193.04;81.64656;2008-09
5399;Glen Davis;23.0;205.74;131.088088;2008-09
5400;Gilbert Arenas;27.0;193.04;97.52228000000001;2008-09
5401;Devean George;31.0;203.2;106.59411999999999;2008-09
5402;Desmond Mason;31.0;195.58;100.697424;2008-09
5403;Desmon Farmer;27.0;195.58;99.79024;2008-09
5404;James White;26.0;200.66;90.7184;2008-09
5405;Chucky Atkins;34.0;180.34;83.91452;2008-09
5406;Keith Bogans;29.0;195.58;97.52228000000001;2008-09
5407;Kelenna Azubuike;25.0;195.58;99.79024;2008-09
5408;Kendrick Perkins;24.0;208.28;127.00576000000001;2008-09
5409;Kenny Thomas;31.0;200.66;111.13004;2008-09
5410;Kenyon Martin;31.0;205.74;108.86208;2008-09
5411;Kevin Durant;20.0;205.74;97.52228000000001;2008-09
5412;Kevin Garnett;33.0;210.82;114.758776;2008-09
5413;Kevin Love;20.0;208.28;117.93392;2008-09
5414;Kevin Martin;26.0;200.66;83.91452;2008-09
5415;Kevin Ollie;36.0;187.96;88.45044;2008-09
5416;Keyon Dooling;29.0;190.5;88.45044;2008-09
5417;Kirk Hinrich;28.0;190.5;86.18248;2008-09
5418;Kobe Bryant;30.0;198.12;92.98635999999999;2008-09
5419;Kosta Koufos;20.0;213.36;120.20188;2008-09
5420;Kris Humphries;24.0;205.74;106.59411999999999;2008-09
5421;Kurt Thomas;36.0;205.74;106.59411999999999;2008-09
5422;Kwame Brown;27.0;210.82;122.46983999999999;2008-09
5423;Kyle Korver;28.0;200.66;96.16150400000001;2008-09
5424;Kyle Lowry;23.0;182.88;92.98635999999999;2008-09
5425;Kyle Weaver;23.0;198.12;91.171992;2008-09
5426;Kyrylo Fesenko;22.0;215.9;136.0776;2008-09
5427;LaMarcus Aldridge;23.0;210.82;108.86208;2008-09
5428;Lamar Odom;29.0;208.28;104.32616;2008-09
5429;Larry Hughes;30.0;195.58;83.91452;2008-09
5430;LeBron James;24.0;203.2;113.398;2008-09
5431;Leandro Barbosa;26.0;190.5;91.625584;2008-09
5432;Leon Powe;25.0;203.2;108.86208;2008-09
5433;Linas Kleiza;24.0;203.2;111.13004;2008-09
5434;Corey Brewer;23.0;205.74;85.275296;2008-09
5435;Linton Johnson;29.0;203.2;92.98635999999999;2008-09
5436;Corey Maggette;29.0;198.12;102.0582;2008-09
5437;Courtney Sims;25.0;210.82;111.13004;2008-09
5438;Deron Williams;25.0;190.5;93.89354399999999;2008-09
5439;Derek Fisher;34.0;185.42;95.25432;2008-09
5440;Demetris Nichols;24.0;203.2;97.975872;2008-09
5441;Delonte West;25.0;190.5;81.64656;2008-09
5442;Dee Brown;24.0;182.88;83.91452;2008-09
5443;DeShawn Stevenson;28.0;195.58;98.88305600000001;2008-09
5444;DeSagana Diop;27.0;213.36;127.00576000000001;2008-09
5445;DeMarcus Nelson;23.0;193.04;90.7184;2008-09
5446;DeAndre Jordan;20.0;210.82;113.398;2008-09
5447;David West;28.0;205.74;108.86208;2008-09
5448;David Lee;26.0;205.74;108.86208;2008-09
5449;Darrell Arthur;21.0;205.74;102.0582;2008-09
5450;Darnell Jackson;23.0;205.74;114.758776;2008-09
5451;Darko Milicic;24.0;213.36;124.7378;2008-09
5452;Darius Songaila;31.0;205.74;112.490816;2008-09
5453;Darius Miles;27.0;205.74;106.59411999999999;2008-09
5454;Danny Granger;26.0;203.2;103.418976;2008-09
5455;Danilo Gallinari;20.0;208.28;102.0582;2008-09
5456;Daniel Gibson;23.0;187.96;90.7184;2008-09
5457;Dan Gadzuric;31.0;210.82;111.13004;2008-09
5458;Damon Jones;32.0;190.5;88.45044;2008-09
5459;Damien Wilkins;29.0;198.12;102.0582;2008-09
5460;Dahntay Jones;28.0;198.12;95.25432;2008-09
5461;Daequan Cook;22.0;195.58;95.25432;2008-09
5462;DJ White;22.0;205.74;113.851592;2008-09
5463;DJ Mbenga;28.0;213.36;115.66596000000001;2008-09
5464;D.J. Augustin;21.0;182.88;81.64656;2008-09
5465;Cuttino Mobley;33.0;193.04;97.52228000000001;2008-09
5466;Craig Smith;25.0;200.66;113.398;2008-09
5467;Courtney Lee;23.0;195.58;90.7184;2008-09
5468;Derrick Rose;20.0;190.5;86.18248;2008-09
5469;Jared Dudley;23.0;200.66;102.0582;2008-09
5470;Jarrett Jack;25.0;190.5;89.357624;2008-09
5471;Anthony Roberson;26.0;187.96;81.64656;2008-09
5472;Anthony Tolliver;24.0;203.2;108.86208;2008-09
5473;Antoine Wright;25.0;200.66;97.52228000000001;2008-09
5474;Antonio Daniels;34.0;193.04;92.98635999999999;2008-09
5475;Antonio McDyess;34.0;205.74;111.13004;2008-09
5476;Arron Afflalo;23.0;195.58;97.52228000000001;2008-09
5477;Austin Croshere;34.0;208.28;108.86208;2008-09
5478;Baron Davis;30.0;190.5;97.52228000000001;2008-09
5479;Ben Gordon;26.0;190.5;90.7184;2008-09
5480;Ben Wallace;34.0;205.74;108.86208;2008-09
5481;Chuck Hayes;26.0;198.12;107.95489599999999;2008-09
5482;Beno Udrih;26.0;190.5;92.98635999999999;2008-09
5483;Blake Ahearn;25.0;187.96;86.18248;2008-09
5484;Bobby Brown;24.0;187.96;79.3786;2008-09
5485;Bobby Jackson;36.0;185.42;83.91452;2008-09
5486;Bobby Simmons;29.0;198.12;104.32616;2008-09
5487;Boris Diaw;27.0;203.2;106.59411999999999;2008-09
5488;Brad Miller;33.0;213.36;118.38751200000002;2008-09
5489;Brandan Wright;21.0;208.28;95.25432;2008-09
5490;Brandon Bass;24.0;203.2;113.398;2008-09
5491;Brandon Roy;24.0;198.12;95.707912;2008-09
5492;Brandon Rush;23.0;198.12;95.25432;2008-09
5493;Brendan Haywood;29.0;213.36;119.294696;2008-09
5494;Brent Barry;37.0;200.66;95.25432;2008-09
5495;Brevin Knight;33.0;177.8;75.296272;2008-09
5496;Brian Cardinal;32.0;203.2;108.86208;2008-09
5497;Brian Cook;28.0;205.74;113.398;2008-09
5498;Brian Scalabrine;31.0;205.74;106.59411999999999;2008-09
5499;Brian Skinner;33.0;205.74;115.66596000000001;2008-09
5500;Anthony Randolph;19.0;208.28;95.25432;2008-09
5501;Brook Lopez;21.0;213.36;117.93392;2008-09
5502;Anthony Parker;34.0;198.12;97.52228000000001;2008-09
5503;Anthony Johnson;34.0;190.5;88.45044;2008-09
5504;Aaron Brooks;24.0;182.88;73.028312;2008-09
5505;Aaron Gray;24.0;213.36;122.46983999999999;2008-09
5506;Acie Law;24.0;190.5;91.625584;2008-09
5507;Adam Morrison;24.0;203.2;92.98635999999999;2008-09
5508;Adonal Foyle;34.0;208.28;122.46983999999999;2008-09
5509;Al Harrington;29.0;205.74;113.398;2008-09
5510;Al Horford;23.0;208.28;111.13004;2008-09
5511;Al Jefferson;24.0;208.28;120.20188;2008-09
5512;Al Thornton;25.0;203.2;99.79024;2008-09
5513;Alando Tucker;25.0;198.12;92.98635999999999;2008-09
5514;Alex Acker;26.0;195.58;83.91452;2008-09
5515;Alexis Ajinca;21.0;213.36;99.79024;2008-09
