;name;age;height;weight;season
10615;Matthew Dellavedova;28.0;193.04;90.7184;2018-19
10616;Maurice Harkless;26.0;205.74;99.79024;2018-19
10617;Maxi Kleber;27.0;210.82;108.86208;2018-19
10618;Melvin Frazier Jr.;22.0;198.12;90.7184;2018-19
10619;Meyers Leonard;27.0;215.9;115.66596000000001;2018-19
10620;Michael Carter-Williams;27.0;198.12;86.18248;2018-19
10621;Alex Abrines;25.0;198.12;90.7184;2018-19
10622;Zhou Qi;23.0;215.9;95.25432;2018-19
10623;Alan Williams;26.0;203.2;120.20188;2018-19
10624;Al-Farouq Aminu;28.0;205.74;99.79024;2018-19
10625;Al Horford;33.0;208.28;111.13004;2018-19
10626;Abdel Nader;25.0;198.12;102.0582;2018-19
10627;Aaron Holiday;22.0;185.42;83.91452;2018-19
10628;Aaron Gordon;23.0;205.74;99.79024;2018-19
10629;Alec Burks;27.0;198.12;97.068688;2018-19
10630;Zhaire Smith;20.0;193.04;90.264808;2018-19
10631;Georges Niang;26.0;200.66;104.32616;2019-20
10632;George Hill;33.0;190.5;85.275296;2019-20
10633;Gary Trent Jr.;21.0;195.58;94.800728;2019-20
10634;Gary Payton II;27.0;190.5;88.45044;2019-20
10635;Gary Harris;25.0;193.04;95.25432;2019-20
10636;Garrett Temple;33.0;195.58;88.45044;2019-20
10637;Garrison Mathews;23.0;195.58;97.52228000000001;2019-20
10638;Giannis Antetokounmpo;25.0;210.82;109.769264;2019-20
10639;Gabe Vincent;23.0;190.5;90.7184;2019-20
10640;Furkan Korkmaz;22.0;200.66;91.625584;2019-20
10641;Fred VanVleet;26.0;185.42;89.357624;2019-20
10642;Gary Clark;25.0;198.12;102.0582;2019-20
10643;Glenn Robinson III;26.0;198.12;100.697424;2019-20
10644;Gordon Hayward;29.0;200.66;102.0582;2019-20
10645;Goran Dragic;33.0;190.5;86.18248;2019-20
10646;Frank Ntilikina;21.0;193.04;90.7184;2019-20
10647;Gorgui Dieng;30.0;208.28;114.30518400000001;2019-20
10648;Grant Williams;21.0;198.12;107.047712;2019-20
10649;Grayson Allen;24.0;193.04;89.811216;2019-20
10650;Hamidou Diallo;21.0;195.58;91.625584;2019-20
10651;Harrison Barnes;27.0;203.2;102.0582;2019-20
10652;Harry Giles III;21.0;210.82;108.86208;2019-20
10653;Hassan Whiteside;30.0;213.36;120.20188;2019-20
10654;Henry Ellenson;23.0;208.28;108.86208;2019-20
10655;Ian Mahinmi;33.0;210.82;118.841104;2019-20
10656;Ignas Brazdeikis;21.0;198.12;100.243832;2019-20
10657;Iman Shumpert;29.0;195.58;96.16150400000001;2019-20
10658;Goga Bitadze;20.0;210.82;113.398;2019-20
10659;Frank Mason;25.0;180.34;86.18248;2019-20
10660;Evan Fournier;27.0;200.66;92.98635999999999;2019-20
10661;Frank Jackson;21.0;190.5;92.98635999999999;2019-20
10662;Donovan Mitchell;23.0;185.42;97.52228000000001;2019-20
10663;Donta Hall;22.0;205.74;103.872568;2019-20
10664;Donte DiVincenzo;23.0;193.04;92.079176;2019-20
10665;Dorian Finney-Smith;26.0;200.66;99.79024;2019-20
10666;Doug McDermott;28.0;200.66;102.0582;2019-20
10667;Dragan Bender;22.0;213.36;112.94440800000001;2019-20
10668;Draymond Green;30.0;198.12;104.32616;2019-20
10669;Drew Eubanks;23.0;205.74;111.13004;2019-20
10670;Duncan Robinson;25.0;200.66;97.52228000000001;2019-20
10671;Dusty Hannahs;26.0;190.5;95.25432;2019-20
10672;Dwayne Bacon;24.0;198.12;100.243832;2019-20
10673;Dwight Howard;34.0;208.28;120.20188;2019-20
10674;Dwight Powell;28.0;208.28;108.86208;2019-20
10675;Frank Kaminsky;26.0;213.36;108.86208;2019-20
10676;Dzanan Musa;20.0;205.74;98.429464;2019-20
10677;Ed Davis;30.0;205.74;98.88305600000001;2019-20
10678;Edmond Sumner;24.0;193.04;88.904032;2019-20
10679;Elfrid Payton;26.0;190.5;88.45044;2019-20
10680;Elie Okobo;22.0;190.5;86.18248;2019-20
10681;Emmanuel Mudiay;24.0;190.5;90.7184;2019-20
10682;Enes Kanter;27.0;208.28;113.398;2019-20
10683;Eric Bledsoe;30.0;185.42;97.068688;2019-20
10684;Eric Gordon;31.0;190.5;97.52228000000001;2019-20
10685;Eric Mika;25.0;208.28;105.68693600000002;2019-20
10686;Eric Paschall;23.0;198.12;115.66596000000001;2019-20
10687;Ersan Ilyasova;32.0;205.74;106.59411999999999;2019-20
10688;Isaac Bonga;20.0;203.2;81.64656;2019-20
10689;Evan Turner;31.0;198.12;99.79024;2019-20
10690;ETwaun Moore;31.0;190.5;86.636072;2019-20
10691;Isaiah Hartenstein;21.0;213.36;113.398;2019-20
10692;Ivica Zubac;22.0;213.36;108.86208;2019-20
10693;Isaiah Thomas;31.0;175.26;83.91452;2019-20
10694;Jaylen Hoard;20.0;203.2;97.975872;2019-20
10695;Jaylen Nowell;20.0;193.04;91.171992;2019-20
10696;Jayson Tatum;22.0;203.2;95.25432;2019-20
10697;Jeff Green;33.0;203.2;106.59411999999999;2019-20
10698;Jeff Teague;31.0;190.5;88.45044;2019-20
10699;Jerami Grant;25.0;203.2;95.25432;2019-20
10700;Jeremiah Martin;23.0;187.96;83.91452;2019-20
10701;Jeremy Lamb;27.0;195.58;81.64656;2019-20
10702;Jeremy Pargo;33.0;187.96;99.336648;2019-20
10703;Jerome Robinson;23.0;193.04;86.18248;2019-20
10704;Jevon Carter;24.0;185.42;90.7184;2019-20
10705;Jimmy Butler;30.0;200.66;104.32616;2019-20
10706;Joe Chealey;24.0;193.04;86.18248;2019-20
10707;Jaylen Brown;23.0;198.12;101.151016;2019-20
10708;Joe Harris;28.0;198.12;99.79024;2019-20
10709;Joel Embiid;25.0;213.36;127.00576000000001;2019-20
10710;John Collins;22.0;205.74;106.59411999999999;2019-20
10711;John Henson;29.0;205.74;99.336648;2019-20
10712;John Konchar;23.0;195.58;95.25432;2019-20
10713;Johnathan Motley;24.0;203.2;104.32616;2019-20
10714;Johnathan Williams;24.0;205.74;103.418976;2019-20
10715;Jonah Bolden;24.0;203.2;102.0582;2019-20
10716;Jonas Valanciunas;27.0;210.82;120.20188;2019-20
10717;Jonathan Isaac;22.0;210.82;104.32616;2019-20
10718;Jordan Bell;25.0;203.2;97.975872;2019-20
10719;Jordan Bone;22.0;190.5;81.64656;2019-20
10720;Jordan Clarkson;27.0;193.04;87.996848;2019-20
10721;Jordan McLaughlin;23.0;180.34;83.91452;2019-20
10722;Joe Ingles;32.0;200.66;99.79024;2019-20
10723;Jaxson Hayes;19.0;210.82;99.79024;2019-20
10724;Javonte Green;26.0;193.04;92.98635999999999;2019-20
10725;Jarrod Uthoff;26.0;205.74;99.79024;2019-20
10726;Ish Smith;31.0;182.88;79.3786;2019-20
10727;Domantas Sabonis;23.0;210.82;108.86208;2019-20
10728;J.J. Barea;35.0;177.8;81.64656;2019-20
10729;J.P. Macura;24.0;193.04;92.079176;2019-20
10730;JJ Redick;35.0;190.5;90.7184;2019-20
10731;Ja Morant;20.0;190.5;78.92500799999999;2019-20
10732;JaKarr Sampson;26.0;200.66;97.068688;2019-20
10733;JaMychal Green;29.0;203.2;102.965384;2019-20
10734;JaVale McGee;32.0;213.36;122.46983999999999;2019-20
10735;Jabari Parker;24.0;203.2;111.13004;2019-20
10736;Jacob Evans;22.0;193.04;95.25432;2019-20
10737;Jae Crowder;29.0;198.12;106.59411999999999;2019-20
10738;Jahlil Okafor;24.0;208.28;122.46983999999999;2019-20
10739;Jake Layman;26.0;203.2;94.800728;2019-20
10740;Jakob Poeltl;24.0;215.9;111.13004;2019-20
10741;Jalen Brunson;23.0;185.42;86.18248;2019-20
10742;Jalen Lecque;19.0;193.04;83.91452;2019-20
10743;Jalen McDaniels;22.0;208.28;92.98635999999999;2019-20
10744;Jamal Murray;23.0;193.04;97.52228000000001;2019-20
10745;James Ennis III;29.0;198.12;97.52228000000001;2019-20
10746;James Harden;30.0;195.58;99.79024;2019-20
10747;James Johnson;33.0;200.66;108.86208;2019-20
10748;Jared Dudley;34.0;198.12;107.501304;2019-20
10749;Jared Harper;22.0;177.8;79.3786;2019-20
10750;Jaren Jackson Jr.;20.0;210.82;109.769264;2019-20
10751;Jarred Vanderbilt;20.0;205.74;97.068688;2019-20
10752;Jarrell Brantley;23.0;195.58;113.398;2019-20
10753;Jarrett Allen;21.0;210.82;110.22285600000001;2019-20
10754;Jarrett Culver;21.0;198.12;88.45044;2019-20
10755;Isaiah Roby;22.0;203.2;104.32616;2019-20
10756;Dion Waiters;28.0;190.5;95.25432;2019-20
10757;Dewan Hernandez;23.0;208.28;106.59411999999999;2019-20
10758;Dewayne Dedmon;30.0;213.36;111.13004;2019-20
10759;Bismack Biyombo;27.0;203.2;115.66596000000001;2019-20
10760;Blake Griffin;30.0;205.74;113.398;2019-20
10761;Boban Marjanovic;31.0;223.52;131.54168;2019-20
10762;Bobby Portis;25.0;208.28;113.398;2019-20
10763;Bogdan Bogdanovic;27.0;198.12;99.79024;2019-20
10764;Bojan Bogdanovic;30.0;203.2;102.511792;2019-20
10765;Brad Wanamaker;30.0;190.5;95.25432;2019-20
10766;Bradley Beal;26.0;190.5;93.89354399999999;2019-20
10767;Brandon Clarke;23.0;203.2;97.52228000000001;2019-20
10768;Brandon Goodwin;24.0;182.88;81.64656;2019-20
10769;Brandon Ingram;22.0;200.66;86.18248;2019-20
10770;Brandon Knight;28.0;187.96;82.553744;2019-20
10771;Brian Bowen II;21.0;198.12;86.18248;2019-20
10772;Ben Simmons;23.0;208.28;108.86208;2019-20
10773;Brook Lopez;31.0;213.36;127.912944;2019-20
10774;Bruno Caboclo;24.0;205.74;98.88305600000001;2019-20
10775;Bruno Fernando;21.0;205.74;108.86208;2019-20
10776;Bryn Forbes;26.0;187.96;92.98635999999999;2019-20
10777;Buddy Hield;27.0;193.04;99.79024;2019-20
10778;CJ McCollum;28.0;190.5;86.18248;2019-20
10779;CJ Miles;32.0;198.12;99.79024;2019-20
10780;Caleb Martin;24.0;195.58;92.98635999999999;2019-20
10781;Caleb Swanigan;22.0;205.74;117.93392;2019-20
10782;Cam Reddish;20.0;203.2;98.88305600000001;2019-20
10783;Cameron Johnson;24.0;203.2;95.25432;2019-20
10784;Caris LeVert;25.0;198.12;92.98635999999999;2019-20
10785;Carmelo Anthony;35.0;203.2;107.95489599999999;2019-20
10786;Carsen Edwards;21.0;180.34;90.7184;2019-20
10787;Bruce Brown;23.0;193.04;91.625584;2019-20
10788;Ben McLemore;27.0;190.5;88.45044;2019-20
10789;Bam Adebayo;22.0;205.74;115.66596000000001;2019-20
10790;BJ Johnson;24.0;200.66;90.7184;2019-20
10791;Aaron Gordon;24.0;203.2;106.59411999999999;2019-20
10792;Aaron Holiday;23.0;182.88;83.91452;2019-20
10793;Abdel Nader;26.0;195.58;102.0582;2019-20
10794;Adam Mokoka;21.0;195.58;86.18248;2019-20
10795;Admiral Schofield;22.0;195.58;109.315672;2019-20
10796;Al Horford;33.0;205.74;108.86208;2019-20
10797;Al-Farouq Aminu;29.0;203.2;99.79024;2019-20
10798;Alec Burks;28.0;198.12;97.068688;2019-20
10799;Alen Smailagic;19.0;208.28;97.52228000000001;2019-20
10800;Alex Caruso;26.0;195.58;84.368112;2019-20
10801;Alex Len;26.0;213.36;113.398;2019-20
10802;Alfonzo McKinnie;27.0;200.66;97.52228000000001;2019-20
10803;Alize Johnson;23.0;200.66;96.16150400000001;2019-20
10804;Allen Crabbe;27.0;195.58;96.16150400000001;2019-20
10805;Allonzo Trier;24.0;193.04;90.7184;2019-20
10806;Amile Jefferson;26.0;205.74;100.697424;2019-20
10807;Amir Coffey;22.0;200.66;95.25432;2019-20
10808;Andre Drummond;26.0;208.28;126.552168;2019-20
10809;Andre Iguodala;36.0;198.12;97.52228000000001;2019-20
10810;Andrew Wiggins;25.0;200.66;89.357624;2019-20
10811;Anfernee Simons;20.0;190.5;82.10015200000001;2019-20
10812;Ante Zizic;23.0;208.28;120.655472;2019-20
10813;Anthony Davis;26.0;208.28;114.758776;2019-20
10814;Anthony Tolliver;34.0;203.2;108.86208;2019-20
10815;Antonius Cleveland;26.0;195.58;88.45044;2019-20
10816;Anzejs Pasecniks;24.0;218.44;103.872568;2019-20
10817;Aron Baynes;33.0;208.28;117.93392;2019-20
10818;Austin Rivers;27.0;190.5;90.7184;2019-20
10819;Avery Bradley;29.0;190.5;81.64656;2019-20
10820;Cedi Osman;24.0;200.66;104.32616;2019-20
10821;Dillon Brooks;24.0;200.66;102.0582;2019-20
10822;Chandler Hutchison;23.0;200.66;95.25432;2019-20
10823;Charles Brown Jr.;23.0;198.12;90.264808;2019-20
10824;Darius Garland;20.0;185.42;87.089664;2019-20
10825;Daryl Macon;24.0;187.96;83.91452;2019-20
10826;David Nwaba;27.0;195.58;99.336648;2019-20
10827;Davis Bertans;27.0;208.28;102.0582;2019-20
10828;DeAaron Fox;22.0;190.5;83.91452;2019-20
10829;DeAndre Hunter;22.0;200.66;102.0582;2019-20
10830;DeAnthony Melton;21.0;187.96;90.7184;2019-20
10831;DeAndre Jordan;31.0;210.82;120.20188;2019-20
10832;DeAndre Bembry;25.0;195.58;95.25432;2019-20
10833;DeMar DeRozan;30.0;198.12;99.79024;2019-20
10834;DeMarre Carroll;33.0;198.12;97.52228000000001;2019-20
10835;Dean Wade;23.0;205.74;103.418976;2019-20
10836;Deandre Ayton;21.0;210.82;113.398;2019-20
10837;Darius Bazley;19.0;203.2;94.34713599999999;2019-20
10838;Dejounte Murray;23.0;193.04;81.64656;2019-20
10839;Dennis Schroder;26.0;185.42;78.017824;2019-20
10840;Dennis Smith Jr.;22.0;187.96;92.98635999999999;2019-20
10841;Denzel Valentine;26.0;193.04;99.79024;2019-20
10842;Deonte Burton;26.0;193.04;108.86208;2019-20
10843;Derrick Favors;28.0;205.74;120.20188;2019-20
10844;Derrick Jones Jr.;23.0;198.12;95.25432;2019-20
10845;Derrick Rose;31.0;187.96;90.7184;2019-20
10846;Derrick Walton Jr.;24.0;182.88;83.91452;2019-20
10847;Derrick White;25.0;193.04;86.18248;2019-20
10848;Devin Booker;23.0;195.58;93.439952;2019-20
10849;Devon Hall;24.0;187.96;97.52228000000001;2019-20
10850;Devonte Graham;25.0;185.42;88.45044;2019-20
10851;Jordan McRae;28.0;195.58;81.19296800000001;2019-20
10852;Delon Wright;27.0;195.58;83.91452;2019-20
10853;Dario Saric;25.0;208.28;102.0582;2019-20
10854;Danuel House Jr.;26.0;198.12;99.79024;2019-20
10855;Dante Exum;24.0;195.58;97.068688;2019-20
10856;Chasson Randle;27.0;187.96;83.91452;2019-20
10857;Cheick Diallo;23.0;203.2;99.336648;2019-20
10858;Chimezie Metu;22.0;205.74;102.0582;2019-20
10859;Chris Boucher;27.0;205.74;90.7184;2019-20
10860;Chris Chiozza;24.0;180.34;79.3786;2019-20
10861;Chris Clemons;22.0;175.26;81.64656;2019-20
10862;Chris Paul;34.0;185.42;79.3786;2019-20
10863;Chris Silva;23.0;203.2;106.140528;2019-20
10864;Christian Wood;24.0;208.28;97.068688;2019-20
10865;Clint Capela;25.0;208.28;108.86208;2019-20
10866;Coby White;20.0;193.04;88.45044;2019-20
10867;Cody Martin;24.0;195.58;92.98635999999999;2019-20
10868;Cody Zeller;27.0;213.36;108.86208;2019-20
10869;Collin Sexton;21.0;185.42;86.18248;2019-20
10870;Cory Joseph;28.0;190.5;90.7184;2019-20
10871;Courtney Lee;34.0;195.58;97.52228000000001;2019-20
10872;Cristiano Felicio;27.0;208.28;122.46983999999999;2019-20
10873;DAngelo Russell;24.0;193.04;87.543256;2019-20
10874;D.J. Augustin;32.0;180.34;83.007336;2019-20
10875;D.J. Wilson;24.0;208.28;104.779752;2019-20
10876;DaQuan Jeffries;22.0;195.58;104.32616;2019-20
10877;Damian Jones;24.0;210.82;111.13004;2019-20
10878;Damian Lillard;29.0;187.96;88.45044;2019-20
10879;Damion Lee;27.0;195.58;95.25432;2019-20
10880;Damyean Dotson;25.0;195.58;95.25432;2019-20
10881;Daniel Gafford;21.0;208.28;106.140528;2019-20
10882;Daniel Theis;27.0;203.2;111.13004;2019-20
10883;Danilo Gallinari;31.0;208.28;105.68693600000002;2019-20
10884;Danny Green;32.0;198.12;97.52228000000001;2019-20
10885;Chandler Parsons;31.0;205.74;104.32616;2019-20
10886;Jordan Poole;20.0;193.04;87.996848;2019-20
10887;Josh Magette;30.0;185.42;72.57472;2019-20
10888;Josh Hart;25.0;195.58;97.52228000000001;2019-20
10889;Royce ONeale;26.0;193.04;102.511792;2019-20
10890;Rudy Gay;33.0;203.2;113.398;2019-20
10891;Rudy Gobert;27.0;215.9;117.02673600000001;2019-20
10892;Rui Hachimura;22.0;203.2;104.32616;2019-20
10893;Russell Westbrook;31.0;190.5;90.7184;2019-20
10894;Ryan Anderson;31.0;205.74;108.86208;2019-20
10895;Ryan Arcidiacono;25.0;190.5;88.45044;2019-20
10896;Ryan Broekhoff;29.0;198.12;97.52228000000001;2019-20
10897;Sekou Doumbouya;19.0;203.2;104.32616;2019-20
10898;Semi Ojeleye;25.0;198.12;108.86208;2019-20
10899;Serge Ibaka;30.0;213.36;106.59411999999999;2019-20
10900;Seth Curry;29.0;187.96;83.91452;2019-20
10901;Shabazz Napier;28.0;182.88;79.3786;2019-20
10902;Rondae Hollis-Jefferson;25.0;198.12;98.429464;2019-20
10903;Shai Gilgeous-Alexander;21.0;195.58;81.64656;2019-20
10904;Shamorie Ponds;21.0;182.88;79.3786;2019-20
10905;Shaquille Harrison;26.0;200.66;86.18248;2019-20
10906;Skal Labissiere;23.0;208.28;106.59411999999999;2019-20
10907;Solomon Hill;28.0;198.12;102.511792;2019-20
10908;Spencer Dinwiddie;26.0;195.58;97.52228000000001;2019-20
10909;Stanley Johnson;23.0;198.12;109.769264;2019-20
10910;Stanton Kidd;27.0;198.12;97.975872;2019-20
10911;Stephen Curry;31.0;190.5;83.91452;2019-20
10912;Sterling Brown;25.0;195.58;99.336648;2019-20
10913;Steven Adams;26.0;210.82;120.20188;2019-20
10914;Svi Mykhailiuk;22.0;200.66;92.98635999999999;2019-20
10915;T.J. McConnell;27.0;185.42;86.18248;2019-20
10916;T.J. Warren;26.0;203.2;99.79024;2019-20
10917;Shake Milton;23.0;195.58;92.98635999999999;2019-20
10918;TJ Leaf;22.0;208.28;100.697424;2019-20
10919;Romeo Langford;20.0;193.04;97.975872;2019-20
10920;Rodney Hood;27.0;203.2;94.34713599999999;2019-20
10921;Oshae Brissett;21.0;200.66;95.25432;2019-20
10922;Otto Porter Jr.;26.0;203.2;89.811216;2019-20
10923;P.J. Tucker;34.0;195.58;111.13004;2019-20
10924;P.J. Washington;21.0;200.66;104.32616;2019-20
10925;PJ Dozier;23.0;198.12;92.98635999999999;2019-20
10926;Pascal Siakam;25.0;205.74;104.32616;2019-20
10927;Pat Connaughton;27.0;195.58;94.800728;2019-20
10928;Patrick Beverley;31.0;185.42;81.64656;2019-20
10929;Patrick McCaw;24.0;200.66;82.10015200000001;2019-20
10930;Patrick Patterson;30.0;203.2;106.59411999999999;2019-20
10931;Patty Mills;31.0;185.42;81.64656;2019-20
10932;Paul George;29.0;203.2;99.79024;2019-20
10933;Paul Millsap;35.0;200.66;116.573144;2019-20
10934;Rodney McGruder;28.0;193.04;92.98635999999999;2019-20
10935;Paul Watson;25.0;198.12;95.25432;2019-20
10936;Quinndary Weatherspoon;23.0;190.5;92.98635999999999;2019-20
10937;RJ Barrett;19.0;198.12;97.068688;2019-20
10938;Rajon Rondo;34.0;185.42;81.64656;2019-20
10939;Raul Neto;27.0;185.42;81.64656;2019-20
10940;Rayjon Tucker;22.0;190.5;94.800728;2019-20
10941;Reggie Bullock;28.0;198.12;92.98635999999999;2019-20
10942;Reggie Jackson;29.0;190.5;94.34713599999999;2019-20
10943;Richaun Holmes;26.0;208.28;106.59411999999999;2019-20
10944;Ricky Rubio;29.0;190.5;86.18248;2019-20
10945;Robert Covington;29.0;200.66;94.800728;2019-20
10946;Robert Williams III;22.0;203.2;107.501304;2019-20
10947;Robin Lopez;31.0;213.36;127.459352;2019-20
10948;Rodions Kurucs;22.0;205.74;103.418976;2019-20
10949;Quinn Cook;26.0;185.42;81.64656;2019-20
10950;Tacko Fall;24.0;226.06;141.067112;2019-20
10951;Taj Gibson;34.0;205.74;105.23334399999999;2019-20
10952;Talen Horton-Tucker;19.0;193.04;106.140528;2019-20
10953;Tyler Johnson;27.0;190.5;84.368112;2019-20
10954;Tyrone Wallace;25.0;195.58;89.811216;2019-20
10955;Tyson Chandler;37.0;213.36;106.59411999999999;2019-20
10956;Tyus Jones;23.0;182.88;88.904032;2019-20
10957;Udonis Haslem;39.0;203.2;106.59411999999999;2019-20
10958;Vic Law;24.0;200.66;91.171992;2019-20
10959;Victor Oladipo;27.0;193.04;96.615096;2019-20
10960;Vince Carter;43.0;198.12;99.79024;2019-20
10961;Vincent Poirier;26.0;213.36;106.59411999999999;2019-20
10962;Vlatko Cancar;22.0;203.2;107.047712;2019-20
10963;Wayne Ellington;32.0;193.04;93.89354399999999;2019-20
10964;Wendell Carter Jr.;20.0;205.74;122.46983999999999;2019-20
10965;Wenyen Gabriel;22.0;205.74;92.98635999999999;2019-20
10966;Tyler Herro;20.0;195.58;88.45044;2019-20
10967;Wes Iwundu;25.0;198.12;88.45044;2019-20
10968;Will Barton;29.0;195.58;82.10015200000001;2019-20
10969;William Howard;26.0;203.2;93.89354399999999;2019-20
10970;Willie Cauley-Stein;26.0;213.36;108.86208;2019-20
10971;Willy Hernangomez;25.0;210.82;113.398;2019-20
10972;Wilson Chandler;32.0;203.2;106.59411999999999;2019-20
10973;Yogi Ferrell;26.0;182.88;80.73937600000001;2019-20
10974;Yuta Watanabe;25.0;203.2;97.52228000000001;2019-20
10975;Zach Collins;22.0;210.82;113.398;2019-20
10976;Zach LaVine;24.0;198.12;90.7184;2019-20
10977;Zach Norvell Jr.;22.0;195.58;92.98635999999999;2019-20
10978;Zhaire Smith;20.0;190.5;92.98635999999999;2019-20
10979;Zion Williamson;19.0;198.12;128.820128;2019-20
10980;Zylan Cheatham;24.0;195.58;99.79024;2019-20
10981;Wesley Matthews;33.0;193.04;99.79024;2019-20
10982;Tyler Cook;22.0;203.2;115.66596000000001;2019-20
10983;Ty Jerome;22.0;195.58;88.45044;2019-20
10984;Troy Daniels;28.0;193.04;90.7184;2019-20
10985;Tariq Owens;24.0;208.28;92.98635999999999;2019-20
10986;Taurean Prince;25.0;200.66;98.88305600000001;2019-20
10987;Terance Mann;23.0;195.58;97.52228000000001;2019-20
10988;Terence Davis;22.0;193.04;91.171992;2019-20
10989;Terrance Ferguson;21.0;198.12;86.18248;2019-20
10990;Terrence Ross;29.0;198.12;93.439952;2019-20
10991;Terry Rozier;25.0;185.42;86.18248;2019-20
10992;Thabo Sefolosha;35.0;198.12;97.52228000000001;2019-20
10993;Thaddeus Young;31.0;203.2;106.59411999999999;2019-20
10994;Thanasis Antetokounmpo;27.0;198.12;99.336648;2019-20
10995;Theo Pinson;24.0;195.58;96.16150400000001;2019-20
10996;Thomas Bryant;22.0;208.28;112.490816;2019-20
10997;Thon Maker;23.0;213.36;100.243832;2019-20
10998;Tim Frazier;29.0;182.88;77.11064;2019-20
10999;Tim Hardaway Jr.;27.0;195.58;92.98635999999999;2019-20
11000;Timothe Luwawu-Cabarrot;24.0;200.66;99.79024;2019-20
11001;Tobias Harris;27.0;203.2;102.511792;2019-20
11002;Tomas Satoransky;28.0;200.66;95.25432;2019-20
11003;Tony Bradley;22.0;208.28;112.490816;2019-20
11004;Tony Snell;28.0;198.12;96.615096;2019-20
11005;Torrey Craig;29.0;200.66;100.243832;2019-20
11006;Trae Young;21.0;185.42;81.64656;2019-20
11007;Tremont Waters;22.0;177.8;79.3786;2019-20
11008;Treveon Graham;26.0;195.58;99.336648;2019-20
11009;Trevor Ariza;34.0;203.2;97.52228000000001;2019-20
11010;Trey Burke;27.0;182.88;83.91452;2019-20
11011;Trey Lyles;24.0;205.74;106.140528;2019-20
11012;Tristan Thompson;28.0;205.74;115.212368;2019-20
11013;Troy Brown Jr.;20.0;198.12;97.52228000000001;2019-20
